SUMMARY,DTSTART,DTEND,SUNRISE,SUNSET,MOONRISE,MOONSET,MONTH,WEEKDAY,PAKSHA,TITHI,TITHIEND,TITHI2,TITHI2END,NAKSHATRA,NAKSHATRAEND,NAKSHATRA2,NAKSHATRA2END,YOGA,YOGAEND,YOGA2,YOGA2END,KARANA,KARANAEND,KARANA2,KARANA2END,KARANA3,KARANA3END,SUNSIGN,MOONSIGN,RAHU KALAM,GULIKAI KALAM,YAMAGANDA
"Pausha, Ekadashi Krishna Paksha, 1940 Vilambi Shaka Samvata",01/31/2019,02/01/2019,07:17 AM,06:27 PM," 04:21 AM, Feb 01", 02:55 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - PaushaPurnimanta Month - Magha, Guruwara, Krishna Paksha, Ekadashi ,05:02 PM,None,None, Jyeshtha ,06:41 PM,None,None, Vyaghata ,05:49 AM,None,None, Balava ,05:02 PM, Kaulava ,05:57 AM,None,None, Makara, Vrishchika upto 06:41 PM,Rahu Kalam - 02:16 PM to 03:40 PM,Gulikai Kalam - 10:04 AM to 11:28 AM,Yamaganda - 07:17 AM to 08:41 AM
"Pausha, Dwadashi Krishna Paksha, 1940 Vilambi Shaka Samvata",02/01/2019,02/02/2019,07:17 AM,06:28 PM," 05:12 AM, Feb 02", 03:42 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - PaushaPurnimanta Month - Magha, Shukrawara, Krishna Paksha, Dwadashi ,06:59 PM,None,None, Mula ,09:08 PM,None,None, Harshana ,06:20 AM,None,None, Taitila ,06:59 PM, Garaja,Full Night,None,None, Makara," Dhanu""",Rahu Kalam - 11:28 AM to 12:52 PM,Gulikai Kalam - 08:40 AM to 10:04 AM,Yamaganda - 03:40 PM to 05:04 PM
"Pausha, Trayodashi Krishna Paksha, 1940 Vilambi Shaka Samvata",02/02/2019,02/03/2019,07:16 AM,06:28 PM," 06:00 AM, Feb 03", 04:32 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - PaushaPurnimanta Month - Magha, Shaniwara, Krishna Paksha, Trayodashi ,09:19 PM,None,None, Purva Ashadha ,11:55 PM,None,None, Vajra ,07:06 AM,None,None, Garaja ,08:07 AM, Vanija ,09:19 PM,None,None, Makara," Dhanu upto 06:40 AM, Feb 03",Rahu Kalam - 10:04 AM to 11:28 AM,Gulikai Kalam - 07:16 AM to 08:40 AM,Yamaganda - 02:16 PM to 03:40 PM
"Pausha, Chaturdashi Krishna Paksha, 1940 Vilambi Shaka Samvata",02/03/2019,02/04/2019,07:16 AM,06:29 PM," 06:45 AM, Feb 04", 05:22 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - PaushaPurnimanta Month - Magha, Raviwara, Krishna Paksha, Chaturdashi ,11:52 PM,None,None, Uttara Ashadha ,02:56 AM,None,None, Siddhi ,Full Night,None,None, Vishti ,10:34 AM, Shakuni ,11:52 PM,None,None, Makara," Makara""",Rahu Kalam - 05:05 PM to 06:29 PM,Gulikai Kalam - 03:41 PM to 05:05 PM,Yamaganda -12:52 PM to 02:16 PM
"Pausha, Amavasya Krishna Paksha, 1940 Vilambi Shaka Samvata",02/04/2019,02/05/2019,07:16 AM,06:29 PM, No Moonrise, 06:12 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - PaushaPurnimanta Month - Magha, Somawara, Krishna Paksha, Amavasya ,02:33 AM,None,None, Shravana ,06:02 AM,None,None, Siddhi ,08:00 AM,None,None, Chatushpada ,01:12 PM, Nagava ,02:33 AM,None,None, Makara," Makara""",Rahu Kalam - 08:40 AM to 10:04 AM,Gulikai Kalam - 02:17 PM to 03:41 PM,Yamaganda - 11:28 AM to 12:52 PM
"Magha, Pratipada Shukla Paksha, 1940 Vilambi Shaka Samvata",02/05/2019,02/06/2019,07:15 AM,06:30 PM, 07:28 AM, 07:02 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - MaghaPurnimanta Month - Magha, Mangalawara, Shukla Paksha, Pratipada ,05:15 AM,None,None, Dhanishtha ,Full Night,None,None, Vyatipata ,08:58 AM,None,None, Kinstughna ,03:55 PM, Bava ,05:15 AM,None,None, Makara, Makara upto 07:36 PM,Rahu Kalam - 03:41 PM to 05:06 PM,Gulikai Kalam - 12:53 PM to 02:17 PM,Yamaganda - 10:04 AM to 11:28 AM
"Magha, Dwitiya Shukla Paksha, 1940 Vilambi Shaka Samvata",02/06/2019,02/07/2019,07:15 AM,06:30 PM, 08:08 AM, 07:52 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - MaghaPurnimanta Month - Magha, Budhawara, Shukla Paksha, Dwitiya,Full Night,None,None, Dhanishtha ,09:09 AM,None,None, Varigha ,09:56 AM,None,None, Balava ,06:35 PM, Kaulava ,Full Night,None,None, Makara, Kumbha,Rahu Kalam - 12:53 PM to 02:17 PM,Gulikai Kalam - 11:28 AM to 12:53 PM,Yamaganda - 08:39 AM to 10:04 AM
"Magha, Dwitiya Shukla Paksha, 1940 Vilambi Shaka Samvata",02/07/2019,02/08/2019,07:15 AM,06:31 PM, 08:46 AM, 08:41 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - MaghaPurnimanta Month - Magha, Guruwara, Shukla Paksha, Dwitiya ,07:52 AM,None,None, Shatabhisha ,12:10 PM,None,None, Parigha ,10:49 AM,None,None, Kaulava ,07:52 AM, Taitila ,09:07 PM,None,None, Makara, Kumbha,Rahu Kalam - 02:17 PM to 03:42 PM,Gulikai Kalam - 10:04 AM to 11:28 AM,Yamaganda - 07:15 AM to 08:39 AM
"Magha, Tritiya Shukla Paksha, 1940 Vilambi Shaka Samvata",02/08/2019,02/09/2019,07:14 AM,06:31 PM, 09:23 AM, 09:29 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - MaghaPurnimanta Month - Magha, Shukrawara, Shukla Paksha, Tritiya ,10:18 AM,None,None, Purva Bhadrapada ,02:59 PM,None,None, Shiva ,11:34 AM,None,None, Garaja ,10:18 AM, Vanija ,11:24 PM,None,None, Makara, Kumbha upto 08:18 AM,Rahu Kalam - 11:28 AM to 12:53 PM,Gulikai Kalam - 08:39 AM to 10:03 AM,Yamaganda - 03:42 PM to 05:07 PM
"Magha, Chaturthi Shukla Paksha, 1940 Vilambi Shaka Samvata",02/09/2019,02/10/2019,07:14 AM,06:32 PM, 09:58 AM, 10:18 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - MaghaPurnimanta Month - Magha, Shaniwara, Shukla Paksha, Chaturthi ,12:26 PM,None,None, Uttara Bhadrapada ,05:31 PM,None,None, Siddha ,12:05 PM,None,None, Vishti ,12:26 PM, Bava ,01:21 AM,None,None, Makara, Meena,Rahu Kalam - 10:03 AM to 11:28 AM,Gulikai Kalam - 07:14 AM to 08:38 AM,Yamaganda - 02:18 PM to 03:42 PM
"Magha, Panchami Shukla Paksha, 1940 Vilambi Shaka Samvata",02/10/2019,02/11/2019,07:13 AM,06:32 PM, 10:34 AM, 11:07 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - MaghaPurnimanta Month - Magha, Raviwara, Shukla Paksha, Panchami ,02:09 PM,None,None, Revati ,07:38 PM,None,None, Sadhya ,12:18 PM,None,None, Balava ,02:09 PM, Kaulava ,02:49 AM,None,None, Makara," Meena upto 07:38 PM""",Rahu Kalam - 05:08 PMto 06:32 PM,Gulikai Kalam - 03:43 PM to 05:08 PM,Yamaganda - 12:53 PM to 02:18 PM
"Magha, Shashthi Shukla Paksha, 1940 Vilambi Shaka Samvata",02/11/2019,02/12/2019,07:13 AM,06:33 PM, 11:12 AM, 11:59 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - MaghaPurnimanta Month - Magha, Somawara, Shukla Paksha, Shashthi,03:20 PM,None,None, Ashwini ,09:13 PM,None,None, Shubha ,12:08 PM,None,None, Taitila ,03:20 PM, Garaja ,03:42 AM,None,None, Makara," Mesha""",Rahu Kalam - 08:38 AM to 10:03 AM,Gulikai Kalam - 02:18 PM to 03:43 PM,Yamaganda - 11:28 AM to 12:53 PM
"Magha, Saptami Shukla Paksha, 1940 Vilambi Shaka Samvata",02/12/2019,02/13/2019,07:12 AM,06:33 PM, 11:51 AM," 12:52 AM, Feb 13Shaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana",Amanta Month - MaghaPurnimanta Month - Magha, Mangalawara, Shukla Paksha, Saptami ,03:54 PM,None,None, Bharani ,10:11 PM,None,None, Shukla ,11:29 AM,None,None, Vanija ,03:54 PM, Vishti ,03:56 AM,None,None, Makara," Mesha upto 04:20 AM, Feb 13",Rahu Kalam - 03:43 PM to 05:08 PM,Gulikai Kalam - 12:53 PM to 02:18 PM,Yamaganda - 10:03 AM to 11:28 AM
"Magha, Ashtami Shukla Paksha, 1940 Vilambi Shaka Samvata",02/13/2019,02/14/2019,07:12 AM,06:34 PM, 12:34 PM," 01:48 AM, Feb 14Shaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana",Amanta Month - MaghaPurnimanta Month - Magha, Budhawara, Shukla Paksha, Ashtami ,03:46 PM,None,None, Krittika ,10:28 PM,None,None, Brahma,10:19 AM,None,None, Bava ,03:46 PM, Balava ,03:26 AM,None,None, Makara upto 09:03 AM," Vrishabha""",Rahu Kalam - 12:53 PM to 02:18 PM,Gulikai Kalam - 11:28 AM to 12:53 PM,Yamaganda - 08:37 AM to 10:02 AM
"Magha, Navami Shukla Paksha, 1940 Vilambi Shaka Samvata",02/14/2019,02/15/2019,07:11 AM,06:34 PM, 01:22 PM," 02:47 AM, Feb 15Shaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana",Amanta Month - MaghaPurnimanta Month - Magha, Guruwara, Shukla Paksha, Navami ,02:54 PM,None,None, Rohini ,10:02 PM,None,None, Indra,08:35 AM, Vaidhriti ,06:17 AM, Kaulava ,02:54 PM, Taitila ,02:12 AM,None,None, Kumbha, Vrishabha,Rahu Kalam - 02:18 PM to 03:44 PM,Gulikai Kalam - 10:02 AM to 11:27 AM,Yamaganda - 07:11 AM to 08:37 AM
"Magha, Dashami Shukla Paksha, 1940 Vilambi Shaka Samvata",02/15/2019,02/16/2019,07:11 AM,06:35 PM, 02:15 PM," 03:48 AM, Feb 16Shaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana",Amanta Month - MaghaPurnimanta Month - Magha, Shukrawara, Shukla Paksha, Dashami ,01:19 PM,None,None, Mrigashirsha ,08:53 PM,None,None, Vishkambha ,03:24 AM,None,None, Garaja ,01:19 PM, Vanija ,12:15 AM,None,None, Kumbha, Vrishabha upto09:33 AM,Rahu Kalam - 11:27 AM to 12:53 PM,Gulikai Kalam - 08:36 AM to 10:02 AM,Yamaganda - 03:44 PM to 05:09 PM
"Magha, Ekadashi Shukla Paksha, 1940 Vilambi Shaka Samvata",02/16/2019,02/17/2019,07:10 AM,06:35 PM, 03:13 PM," 04:49 AM, Feb 17Shaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana",Amanta Month - MaghaPurnimanta Month - Magha, Shaniwara, Shukla Paksha, Ekadashi ,11:02 AM,None,None, Ardra ,07:06 PM,None,None, Priti ,12:02 AM,None,None, Vishti ,11:02 AM, Bava ,09:40 PM,None,None, Kumbha, Mithuna,Rahu Kalam - 10:01 AM to 11:27 AM,Gulikai Kalam - 07:10 AM to 08:36 AM,Yamaganda - 02:18 PM to 03:44PM
"Magha, Dwadashi Shukla Paksha, 1940 Vilambi Shaka Samvata",02/17/2019,02/18/2019,07:10 AM,06:36 PM, 04:17 PM," 05:49 AM, Feb 18Shaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana",Amanta Month - MaghaPurnimanta Month - Magha, Raviwara, Shukla Paksha, Dwadashi ,08:10 AM, Trayodashi ,04:50 AM, Punarvasu ,04:46 PM,None,None, Ayushman ,08:14 PM,None,None, Balava ,08:10 AM, Kaulava ,06:33 PM, Taitila ,04:50 AM, Kumbha, Mithuna upto 11:24 AM,Rahu Kalam - 05:10 PM to 06:36 PM,Gulikai Kalam - 03:44 PM to 05:10 PM,Yamaganda - 12:53 PM to 02:18 PM
"Magha, Chaturdashi Shukla Paksha, 1940 Vilambi Shaka Samvata",02/18/2019,02/19/2019,07:09 AM,06:36 PM, 05:23 PM," 06:45 AM, Feb 19Shaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana",Amanta Month - MaghaPurnimanta Month - Magha, Somawara, Shukla Paksha, Chaturdashi ,01:11 AM,None,None, Pushya ,02:02 PM,None,None, Saubhagya ,04:08 PM,None,None, Garaja ,03:02 PM, Vanija ,01:11 AM,None,None, Kumbha, Karka,Rahu Kalam -08:35 AM to 10:01 AM,Gulikai Kalam - 02:18 PM to 03:44 PM,Yamaganda - 11:27 AM to 12:53 PM
"Magha, Purnima Shukla Paksha, 1940 Vilambi Shaka Samvata",02/19/2019,02/20/2019,07:08 AM,06:37 PM, 06:29 PM, No MoonsetShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - MaghaPurnimantaMonth - Magha, Mangalawara, Shukla Paksha, Purnima ,09:23 PM,None,None, Ashlesha ,11:03 AM,None,None, Shobhana ,11:50 AM,None,None, Vishti ,11:18 AM, Bava ,09:23 PM,None,None, Kumbha, Karka upto 11:03 AM,Rahu Kalam - 03:44 PM to 05:10 PM,Gulikai Kalam - 12:52 PM to 02:18 PM,Yamaganda - 10:00 AM to 11:26 AM
"Magha, Pratipada Krishna Paksha, 1940 Vilambi Shaka Samvata",02/20/2019,02/21/2019,07:08 AM,06:37 PM, 07:34 PM, 07:37 AMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - MaghaPurnimanta Month - Phalguna, Budhawara, Krishna Paksha, Pratipada ,05:36 PM,None,None, Magha ,08:00 AM, Purva Phalguni ,05:04 AM, Atiganda ,07:29 AM, Sukarman ,03:14 AM, Balava ,07:29 AM, Kaulava ,05:36 PM, Taitila ,03:47 AM, Kumbha, Simha,Rahu Kalam - 12:52 PM to 02:18 PM,Gulikai Kalam - 11:26 AM to 12:52 PM,Yamaganda - 08:34 AM to 10:00 AM
"Magha, Dwitiya Krishna Paksha, 1940 Vilambi Shaka Samvata",02/21/2019,02/22/2019,07:07 AM,06:37 PM, 08:37 PM, 08:26 AMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - MaghaPurnimanta Month - Phalguna, Guruwara, Krishna Paksha, Dwitiya ,02:02 PM,None,None, Uttara Phalguni ,02:27 AM,None,None, Dhriti ,11:13 PM,None,None, Garaja ,02:02 PM, Vanija ,12:22 AM,None,None, Kumbha," Simha upto 10:23 AM""",Rahu Kalam - 02:19 PM to 03:45 PM,Gulikai Kalam - 10:00 AM to 11:26 AM,Yamaganda - 07:07 AM to 08:33 AM
"Magha, Tritiya Krishna Paksha, 1940 Vilambi Shaka Samvata",02/22/2019,02/23/2019,07:07 AM,06:38 PM, 09:38 PM, 09:11 AMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - MaghaPurnimanta Month - Phalguna, Shukrawara, Krishna Paksha, Tritiya ,10:50 AM,None,None, Hasta ,12:18 AM,None,None, Shula ,07:34 PM,None,None, Vishti ,10:50 AM, Bava ,09:26 PM,None,None, Kumbha," Kanya""",Rahu Kalam - 11:26 AM to 12:52 PM,Gulikai Kalam - 08:33 AM to 09:59 AM,Yamaganda - 03:45 PM to 05:11 PM
"Magha, Chaturthi Krishna Paksha, 1940 Vilambi Shaka Samvata",02/23/2019,02/24/2019,07:06 AM,06:38 PM, 10:36 PM, 09:55 AMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - MaghaPurnimanta Month - Phalguna, Shaniwara, Krishna Paksha, Chaturthi ,08:11 AM, Panchami ,06:13 AM, Chitra ,10:48 PM,None,None, Ganda ,04:26 PM, Balava ,08:11 AM, Kaulava ,07:06 PM, Taitila ,06:13 AM,None,None, Kumbha, Kanya upto 11:28 AM,Rahu Kalam - 09:59 AM to 11:25 AM,Gulikai Kalam - 07:06 AM to 08:32 AM,Yamaganda - 02:19 PM to 03:45 PM
"Magha, Shashthi Krishna Paksha, 1940 Vilambi Shaka Samvata",02/24/2019,02/25/2019,07:05 AM,06:38 PM, 11:33 PM, 10:38 AMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - MaghaPurnimanta Month - Phalguna, Raviwara, Krishna Paksha, Shashthi ,05:04 AM,None,None, Swati ,10:03 PM,None,None, Vriddhi ,01:53 PM,None,None, Garaja ,05:32 PM, Vanija ,05:04 AM,None,None, Kumbha, Tula,Rahu Kalam - 05:12 PM to06:38 PM,Gulikai Kalam - 03:45 PM to 05:12 PM,Yamaganda - 12:52 PM to 02:18 PM
"Magha, Saptami Krishna Paksha, 1940 Vilambi Shaka Samvata",02/25/2019,02/26/2019,07:05 AM,06:39 PM," 12:29 AM, Feb 26", 11:22 AMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - MaghaPurnimanta Month - Phalguna, Somawara, Krishna Paksha, Saptami ,04:47 AM,None,None, Vishakha ,10:09 PM,None,None, Dhruva ,12:00 PM,None,None, Vishti ,04:49 PM, Bava ,04:47 AM,None,None, Kumbha, Tula upto 04:02 PM,Rahu Kalam - 08:31 AM to 09:58 AM,Gulikai Kalam - 02:18 PM to 03:45 PM,Yamaganda - 11:25 AM to 12:52 PM
"Magha, Ashtami Krishna Paksha, 1940 Vilambi Shaka Samvata",02/26/2019,02/27/2019,07:04 AM,06:39 PM," 01:24 AM, Feb 27", 12:06 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - MaghaPurnimanta Month - Phalguna, Mangalawara, Krishna Paksha, Ashtami ,05:21 AM,None,None, Anuradha ,11:04 PM,None,None, Vyaghata ,10:48 AM,None,None, Balava ,04:57 PM, Kaulava ,05:21 AM,None,None, Kumbha, Vrishchika,Rahu Kalam - 03:45 PM to 05:12 PM,Gulikai Kalam - 12:52 PM to 02:18 PM,Yamaganda - 09:58 AM to 11:25 AM
"Magha, Navami Krishna Paksha, 1940 Vilambi Shaka Samvata",02/27/2019,02/28/2019,07:03 AM,06:40 PM," 02:17 AM, Feb 28", 12:52 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - MaghaPurnimanta Month - Phalguna, Budhawara, Krishna Paksha, Navami ,06:41 AM,None,None, Jyeshtha ,12:46 AM,None,None, Harshana ,10:14 AM,None,None, Taitila ,05:55 PM, Garaja ,06:41 AM,None,None, Kumbha," Vrishchika upto 12:46 AM, Feb 28",Rahu Kalam - 12:51 PM to 02:18 PM,Gulikai Kalam - 11:24 AM to 12:51 PM,Yamaganda - 08:30 AM to 09:57 AM
"Magha, Dashami Krishna Paksha, 1940 Vilambi Shaka Samvata",02/28/2019,03/01/2019,07:02 AM,06:40 PM," 03:08 AM, Mar 01", 01:39 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - MaghaPurnimanta Month - Phalguna, Guruwara, Krishna Paksha, Dashami ,Full Night,None,None, Mula ,03:07 AM,None,None, Vajra ,10:15 AM,None,None, Vanija ,07:36 PM, Vishti ,Full Night,None,None, Kumbha, Dhanu,Rahu Kalam - 02:18 PM to 03:46 PM,Gulikai Kalam - 09:57 AM to 11:24 AM,Yamaganda - 07:02 AM to 08:30 AM
"Magha, Dashami Krishna Paksha, 1940 Vilambi Shaka Samvata",03/01/2019,03/02/2019,07:02 AM,06:40 PM," 03:57 AM, Mar 02", 02:28 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - MaghaPurnimanta Month - Phalguna, Shukrawara, Krishna Paksha, Dashami ,08:39 AM,None,None, Purva Ashadha ,05:55 AM,None,None, Siddhi ,10:44 AM,None,None, Vishti ,08:39 AM,Bava ,09:49 PM,None,None, Kumbha, Dhanu,Rahu Kalam - 11:24 AM to 12:51 PM,Gulikai Kalam - 08:29 AM to 09:56 AM,Yamaganda - 03:46 PM to 05:13 PM
"Magha, Ekadashi Krishna Paksha, 1940 Vilambi Shaka Samvata",03/02/2019,03/03/2019,07:01 AM,06:41 PM," 04:44 AM, Mar 03", 03:18 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - MaghaPurnimanta Month - Phalguna, Shaniwara, Krishna Paksha, Ekadashi ,11:04 AM,None,None, Uttara Ashadha ,Full Night,None,None, Vyatipata ,11:32 AM,None,None, Balava ,11:04 AM, Kaulava ,12:23 AM,None,None, Kumbha, Dhanu upto 12:41 PM,Rahu Kalam - 09:56 AM to 11:23 AM,Gulikai Kalam - 07:01 AM to 08:28AM,Yamaganda - 02:18 PM to 03:46 PM
"Magha, Dwadashi Krishna Paksha, 1940 Vilambi Shaka Samvata",03/03/2019,03/04/2019,07:00 AM,06:41 PM," 05:27 AM, Mar 04", 04:08 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - MaghaPurnimanta Month - Phalguna, Raviwara, Krishna Paksha, Dwadashi ,01:45 PM,None,None, Uttara Ashadha ,09:01 AM,None,None, Varigha ,12:32 PM,None,None, Taitila ,01:45 PM, Garaja,03:07 AM,None,None, Kumbha, Makara,Rahu Kalam -05:13 PM to 06:41 PM,Gulikai Kalam - 03:46 PM to 05:13 PM,Yamaganda - 12:51 PM to 02:18 PM
"Magha, Trayodashi Krishna Paksha, 1940 Vilambi Shaka Samvata",03/04/2019,03/05/2019,06:59 AM,06:41 PM," 06:08 AM, Mar 05", 04:58 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - MaghaPurnimanta Month - Phalguna, Somawara, Krishna Paksha, Trayodashi ,04:29 PM,None,None, Shravana ,12:11 PM,None,None, Parigha ,01:34 PM,None,None, Vanija ,04:29 PM, Vishti ,05:49 AM,None,None, Kumbha," Makara upto 01:45 AM, Mar 05",Rahu Kalam - 08:27 AM to 09:55 AM,Gulikai Kalam - 02:18 PM to 03:46PM,Yamaganda - 11:23 AM to 12:50 PM
"Magha, Chaturdashi Krishna Paksha, 1940 Vilambi Shaka Samvata",03/05/2019,03/06/2019,06:59 AM,06:42 PM," 06:46 AM, Mar 06", 05:48 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - MaghaPurnimanta Month - Phalguna, Mangalawara, Krishna Paksha, Chaturdashi ,07:07 PM,None,None, Dhanishtha ,03:18 PM,None,None, Shiva ,02:33 PM,None,None, Shakuni ,07:07 PM, Chatushpada ,Full Night,None,None, Kumbha, Kumbha,Rahu Kalam - 03:46 PM to 05:14 PM,Gulikai Kalam - 12:50 PM to 02:18 PM,Yamaganda - 09:54 AM to 11:22 AM
"Magha, Amavasya Krishna Paksha, 1940 Vilambi Shaka Samvata",03/06/2019,03/07/2019,06:58 AM,06:42 PM, No Moonrise, 06:37 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - MaghaPurnimanta Month - Phalguna, Budhawara, Krishna Paksha, Amavasya ,09:34 PM,None,None, Shatabhisha ,06:14 PM,None,None, Siddha ,03:25 PM,None,None, Chatushpada ,08:22 AM, Nagava ,09:34 PM,None,None, Kumbha, Kumbha,Rahu Kalam - 12:50 PM to 02:18 PM,Gulikai Kalam - 11:22 AM to 12:50 PM,Yamaganda - 08:26 AM to 09:54 AM
"Phalguna, Pratipada Shukla Paksha, 1940 Vilambi Shaka Samvata",03/07/2019,03/08/2019,06:57 AM,06:42 PM, 07:23 AM, 07:26 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - PhalgunaPurnimanta Month - Phalguna, Guruwara, Shukla Paksha, Pratipada ,11:44 PM,None,None, Purva Bhadrapada ,08:55 PM,None,None, Sadhya ,04:04 PM,None,None, Kinstughna ,10:41 AM, Bava ,11:44 PM,None,None, Kumbha," Kumbha upto 02:16 PM""",Rahu Kalam - 02:18 PM to 03:46 PM,Gulikai Kalam - 09:53 AM to 11:22 AM,Yamaganda - 06:57 AM to 08:25 AM
"Phalguna, Dwitiya Shukla Paksha, 1940 Vilambi Shaka Samvata",03/08/2019,03/09/2019,06:56 AM,06:42 PM, 07:59 AM, 08:15 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - PhalgunaPurnimanta Month - Phalguna, Shukrawara, Shukla Paksha, Dwitiya ,01:34 AM,None,None, Uttara Bhadrapada ,11:17 PM,None,None, Shubha ,04:30 PM,None,None, Balava ,12:41 PM, Kaulava ,01:34 AM,None,None, Kumbha," Meena""",Rahu Kalam - 11:21 AM to 12:49 PM,Gulikai Kalam - 08:25 AM to 09:53 AM,Yamaganda - 03:46 PM to 05:14 PM
"Phalguna, Tritiya Shukla Paksha, 1940 Vilambi Shaka Samvata",03/09/2019,03/10/2019,06:56 AM,06:43 PM, 08:35 AM, 09:04 PMShaka Samvat - 1940 VilambiVikram Samvat - 2075 VirodhakritGujarati Samvat - 2075 Sadharana,Amanta Month - PhalgunaPurnimanta Month - Phalguna, Shaniwara, Shukla Paksha, Tritiya ,03:02 AM,None,None, Revati ,01:19 AM,None,None, Shukla ,04:40 PM,None,None, Taitila ,02:21 PM, Garaja ,03:02 AM,None,None, Kumbha," Meena upto 01:19 AM, Mar 10",Rahu Kalam - 09:52 AM to 11:21 AM,Gulikai Kalam - 06:56 AM to08:24 AM,Yamaganda - 02:18 PM to 03:46 PM
